..\..\genre-recognition\data\genres\reggae\reggae.00000.mp3 Predicted :  reggae 99.89% 0.11% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.000117.mp3 Predicted :  reggae 99.75% 0.25% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.000118.mp3 Predicted :  reggae 98.98% 0.10% 0.92%
..\..\genre-recognition\data\genres\reggae\reggae.000119.mp3 Predicted :  reggae 99.35% 0.13% 0.52%
..\..\genre-recognition\data\genres\reggae\reggae.00012.mp3 Predicted :  reggae 100.00% 0.00% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.000120.mp3 Predicted :  reggae 98.23% 0.21% 1.56%
..\..\genre-recognition\data\genres\reggae\reggae.000121.mp3 Predicted :  reggae 99.49% 0.50% 0.01%
..\..\genre-recognition\data\genres\reggae\reggae.000122.mp3 Predicted :  reggae 100.00% 0.00% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.000123.mp3 Predicted :  reggae 99.81% 0.02% 0.17%
..\..\genre-recognition\data\genres\reggae\reggae.000124.mp3 Predicted :  reggae 98.90% 0.26% 0.84%
..\..\genre-recognition\data\genres\reggae\reggae.000125.mp3 Predicted :  reggae 97.96% 0.99% 1.05%
..\..\genre-recognition\data\genres\reggae\reggae.000126.mp3 Predicted :  reggae 99.97% 0.03% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.000127.mp3 Predicted :  reggae 99.69% 0.01% 0.30%
..\..\genre-recognition\data\genres\reggae\reggae.000128.mp3 Predicted :  reggae 99.95% 0.05% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.000129.mp3 Predicted :  reggae 99.94% 0.00% 0.06%
..\..\genre-recognition\data\genres\reggae\reggae.00013.mp3 Predicted :  reggae 97.07% 0.13% 2.80%
..\..\genre-recognition\data\genres\reggae\reggae.000130.mp3 Predicted :  reggae 99.97% 0.03% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.000131.mp3 Predicted :  reggae 96.90% 3.10% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.000132.mp3 Predicted :  reggae 98.86% 0.88% 0.26%
..\..\genre-recognition\data\genres\reggae\reggae.000133.mp3 Predicted :  reggae 99.56% 0.44% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.000134.mp3 Predicted :  reggae 100.00% 0.00% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.000135.mp3 Predicted :  reggae 99.99% 0.01% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.000136.mp3 Predicted :  reggae 99.19% 0.50% 0.31%
..\..\genre-recognition\data\genres\reggae\reggae.000137.mp3 Predicted :  reggae 93.50% 5.97% 0.53%
..\..\genre-recognition\data\genres\reggae\reggae.000138.mp3 Predicted :  reggae 100.00% 0.00% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.000139.mp3 Predicted :  reggae 99.95% 0.01% 0.04%
..\..\genre-recognition\data\genres\reggae\reggae.00014.mp3 Predicted :  reggae 99.38% 0.56% 0.07%
..\..\genre-recognition\data\genres\reggae\reggae.000140.mp3 Predicted :  reggae 100.00% 0.00% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.000141.mp3 Predicted :  reggae 99.89% 0.00% 0.11%
..\..\genre-recognition\data\genres\reggae\reggae.000142.mp3 Predicted :  reggae 99.98% 0.02% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.000143.mp3 Predicted :  reggae 99.85% 0.01% 0.14%
..\..\genre-recognition\data\genres\reggae\reggae.000144.mp3 Predicted :  reggae 99.97% 0.03% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.000145.mp3 Predicted :  reggae 98.04% 1.96% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.000146.mp3 Predicted :  reggae 99.78% 0.21% 0.01%
..\..\genre-recognition\data\genres\reggae\reggae.000147.mp3 Predicted :  reggae 100.00% 0.00% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.000148.mp3 Predicted :  reggae 99.99% 0.00% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.000149.mp3 Predicted :  reggae 99.99% 0.00% 0.01%
..\..\genre-recognition\data\genres\reggae\reggae.00015.mp3 Predicted :  reggae 57.64% 31.90% 10.46%
..\..\genre-recognition\data\genres\reggae\reggae.000150.mp3 Predicted :  reggae 99.28% 0.72% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.000151.mp3 Predicted :  reggae 100.00% 0.00% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.000152.mp3 Predicted :  reggae 100.00% 0.00% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.000153.mp3 Predicted :  reggae 99.78% 0.22% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.000154.mp3 Predicted :  reggae 98.28% 1.25% 0.46%
..\..\genre-recognition\data\genres\reggae\reggae.000155.mp3 Predicted :  reggae 83.73% 14.49% 1.78%
..\..\genre-recognition\data\genres\reggae\reggae.000156.mp3 Predicted :  reggae 92.71% 7.27% 0.02%
..\..\genre-recognition\data\genres\reggae\reggae.000157.mp3 Predicted :  reggae 98.65% 0.02% 1.33%
..\..\genre-recognition\data\genres\reggae\reggae.000158.mp3 Predicted :  reggae 98.06% 0.62% 1.32%
..\..\genre-recognition\data\genres\reggae\reggae.000159.mp3 Predicted :  reggae 73.34% 0.16% 26.51%
..\..\genre-recognition\data\genres\reggae\reggae.00016.mp3 Predicted :  reggae 89.44% 1.66% 8.90%
..\..\genre-recognition\data\genres\reggae\reggae.000160.mp3 Predicted :  reggae 86.83% 0.20% 12.97%
..\..\genre-recognition\data\genres\reggae\reggae.000161.mp3 Predicted :  reggae 99.97% 0.03% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.000162.mp3 Predicted :  reggae 68.46% 31.51% 0.03%
..\..\genre-recognition\data\genres\reggae\reggae.000163.mp3 Predicted :  reggae 99.95% 0.05% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.000164.mp3 Predicted :  reggae 96.25% 3.24% 0.51%
..\..\genre-recognition\data\genres\reggae\reggae.000165.mp3 Predicted :  reggae 99.80% 0.14% 0.06%
..\..\genre-recognition\data\genres\reggae\reggae.000166.mp3 Predicted :  reggae 99.97% 0.03% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.000167.mp3 Predicted :  reggae 99.81% 0.19% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.000168.mp3 Predicted :  reggae 100.00% 0.00% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.000169.mp3 Predicted :  reggae 99.08% 0.91% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.00017.mp3 Predicted :  reggae 83.68% 2.23% 14.10%
..\..\genre-recognition\data\genres\reggae\reggae.000170.mp3 Predicted :  reggae 99.04% 0.47% 0.49%
..\..\genre-recognition\data\genres\reggae\reggae.000171.mp3 Predicted :  reggae 95.69% 4.28% 0.03%
..\..\genre-recognition\data\genres\reggae\reggae.000172.mp3 Predicted :  reggae 79.85% 19.34% 0.81%
..\..\genre-recognition\data\genres\reggae\reggae.000173.mp3 Predicted :  reggae 99.05% 0.03% 0.92%
..\..\genre-recognition\data\genres\reggae\reggae.000174.mp3 Predicted :  reggae 100.00% 0.00% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.000175.mp3 Predicted :  reggae 99.86% 0.05% 0.09%
..\..\genre-recognition\data\genres\reggae\reggae.000176.mp3 Predicted :  reggae 98.85% 0.00% 1.15%
..\..\genre-recognition\data\genres\reggae\reggae.000177.mp3 Predicted :  reggae 100.00% 0.00% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.000178.mp3 Predicted :  reggae 94.54% 5.45% 0.01%
..\..\genre-recognition\data\genres\reggae\reggae.000179.mp3 Predicted :  reggae 100.00% 0.00% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.00018.mp3 Predicted :  reggae 99.84% 0.02% 0.14%
..\..\genre-recognition\data\genres\reggae\reggae.000180.mp3 Predicted :  reggae 100.00% 0.00% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.000181.mp3 Predicted :  reggae 99.61% 0.25% 0.14%
..\..\genre-recognition\data\genres\reggae\reggae.000182.mp3 Predicted :  reggae 99.92% 0.08% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.000183.mp3 Predicted :  reggae 94.82% 0.01% 5.17%
..\..\genre-recognition\data\genres\reggae\reggae.000184.mp3 Predicted :  reggae 85.11% 14.29% 0.61%
..\..\genre-recognition\data\genres\reggae\reggae.000185.mp3 Predicted :  reggae 99.98% 0.02% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.000186.mp3 Predicted :  reggae 87.81% 0.00% 12.19%
..\..\genre-recognition\data\genres\reggae\reggae.000187.mp3 Predicted :  reggae 100.00% 0.00% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.000188.mp3 Predicted :  reggae 79.61% 20.39% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.000189.mp3 Predicted :  reggae 68.97% 0.16% 30.87%
..\..\genre-recognition\data\genres\reggae\reggae.00019.mp3 Predicted :  reggae 99.13% 0.86% 0.01%
..\..\genre-recognition\data\genres\reggae\reggae.000190.mp3 Predicted :  reggae 98.97% 0.90% 0.13%
..\..\genre-recognition\data\genres\reggae\reggae.000191.mp3 Predicted :  reggae 100.00% 0.00% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.000192.mp3 Predicted :  reggae 98.00% 1.97% 0.03%
..\..\genre-recognition\data\genres\reggae\reggae.000193.mp3 Predicted :  reggae 55.91% 44.08% 0.01%
..\..\genre-recognition\data\genres\reggae\reggae.000194.mp3 Predicted :  reggae 99.94% 0.05% 0.01%
..\..\genre-recognition\data\genres\reggae\reggae.000195.mp3 Predicted :  reggae 100.00% 0.00% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.000196.mp3 Predicted :  reggae 99.66% 0.33% 0.02%
..\..\genre-recognition\data\genres\reggae\reggae.000197.mp3 Predicted :  reggae 98.44% 0.06% 1.51%
..\..\genre-recognition\data\genres\reggae\reggae.000198.mp3 Predicted :  reggae 99.74% 0.26% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.000199.mp3 Predicted :  reggae 99.88% 0.12% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.00020.mp3 Predicted :  reggae 99.81% 0.17% 0.03%
..\..\genre-recognition\data\genres\reggae\reggae.000200.mp3 Predicted :  reggae 99.65% 0.02% 0.33%
..\..\genre-recognition\data\genres\reggae\reggae.000201.mp3 Predicted :  reggae 99.95% 0.05% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.000202.mp3 Predicted :  reggae 99.76% 0.24% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.000203.mp3 Predicted :  reggae 98.33% 0.11% 1.56%
..\..\genre-recognition\data\genres\reggae\reggae.000204.mp3 Predicted :  reggae 100.00% 0.00% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.000205.mp3 Predicted :  reggae 85.04% 14.11% 0.86%
..\..\genre-recognition\data\genres\reggae\reggae.000206.mp3 Predicted :  reggae 83.82% 16.13% 0.05%
..\..\genre-recognition\data\genres\reggae\reggae.000207.mp3 Predicted :  reggae 59.16% 24.99% 15.85%
..\..\genre-recognition\data\genres\reggae\reggae.000208.mp3 Predicted :  reggae 99.88% 0.12% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.000209.mp3 Predicted :  reggae 100.00% 0.00% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.00021.mp3 Predicted :  reggae 85.56% 14.44% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.000210.mp3 Predicted :  reggae 100.00% 0.00% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.000211.mp3 Predicted :  reggae 99.97% 0.02% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.000212.mp3 Predicted :  reggae 99.99% 0.00% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.000213.mp3 Predicted :  reggae 99.67% 0.33% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.000214.mp3 Predicted :  reggae 99.84% 0.16% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.000215.mp3 Predicted :  reggae 99.99% 0.01% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.000216.mp3 Predicted :  reggae 96.23% 0.03% 3.74%
..\..\genre-recognition\data\genres\reggae\reggae.000217.mp3 Predicted :  reggae 82.24% 0.01% 17.75%
..\..\genre-recognition\data\genres\reggae\reggae.000218.mp3 Predicted :  reggae 99.98% 0.00% 0.02%
..\..\genre-recognition\data\genres\reggae\reggae.000219.mp3 Predicted :  reggae 94.14% 0.08% 5.78%
..\..\genre-recognition\data\genres\reggae\reggae.00022.mp3 Predicted :  reggae 93.45% 6.54% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.000220.mp3 Predicted :  reggae 94.81% 1.67% 3.53%
..\..\genre-recognition\data\genres\reggae\reggae.000221.mp3 Predicted :  reggae 99.61% 0.38% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.000222.mp3 Predicted :  reggae 92.10% 0.02% 7.88%
..\..\genre-recognition\data\genres\reggae\reggae.000223.mp3 Predicted :  reggae 99.99% 0.00% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.000224.mp3 Predicted :  reggae 99.40% 0.26% 0.34%
..\..\genre-recognition\data\genres\reggae\reggae.000225.mp3 Predicted :  reggae 85.76% 12.83% 1.41%
..\..\genre-recognition\data\genres\reggae\reggae.000226.mp3 Predicted :  reggae 100.00% 0.00% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.000227.mp3 Predicted :  reggae 99.94% 0.01% 0.05%
..\..\genre-recognition\data\genres\reggae\reggae.000228.mp3 Predicted :  reggae 99.51% 0.49% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.000229.mp3 Predicted :  reggae 68.11% 4.47% 27.42%
..\..\genre-recognition\data\genres\reggae\reggae.00023.mp3 Predicted :  reggae 99.99% 0.01% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.000230.mp3 Predicted :  reggae 94.24% 5.75% 0.02%
..\..\genre-recognition\data\genres\reggae\reggae.000231.mp3 Predicted :  reggae 100.00% 0.00% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.000232.mp3 Predicted :  reggae 100.00% 0.00% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.000233.mp3 Predicted :  reggae 98.00% 2.00% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.000234.mp3 Predicted :  reggae 99.53% 0.09% 0.38%
..\..\genre-recognition\data\genres\reggae\reggae.000235.mp3 Predicted :  reggae 99.89% 0.04% 0.06%
..\..\genre-recognition\data\genres\reggae\reggae.000236.mp3 Predicted :  reggae 93.59% 6.41% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.000237.mp3 Predicted :  reggae 100.00% 0.00% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.000238.mp3 Predicted :  reggae 99.67% 0.23% 0.11%
..\..\genre-recognition\data\genres\reggae\reggae.000239.mp3 Predicted :  reggae 99.26% 0.73% 0.01%
..\..\genre-recognition\data\genres\reggae\reggae.00024.mp3 Predicted :  reggae 98.49% 0.00% 1.50%
..\..\genre-recognition\data\genres\reggae\reggae.000240.mp3 Predicted :  reggae 99.57% 0.43% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.000241.mp3 Predicted :  reggae 97.73% 0.46% 1.81%
..\..\genre-recognition\data\genres\reggae\reggae.00025.mp3 Predicted :  reggae 100.00% 0.00% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.00026.mp3 Predicted :  reggae 90.96% 6.18% 2.86%
..\..\genre-recognition\data\genres\reggae\reggae.00027.mp3 Predicted :  reggae 97.59% 1.55% 0.86%
..\..\genre-recognition\data\genres\reggae\reggae.00028.mp3 Predicted :  reggae 86.97% 1.45% 11.57%
..\..\genre-recognition\data\genres\reggae\reggae.00029.mp3 Predicted :  reggae 100.00% 0.00% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.00030.mp3 Predicted :  reggae 100.00% 0.00% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.00031.mp3 Predicted :  reggae 100.00% 0.00% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.00032.mp3 Predicted :  reggae 99.36% 0.02% 0.63%
..\..\genre-recognition\data\genres\reggae\reggae.00033.mp3 Predicted :  reggae 86.44% 13.50% 0.06%
..\..\genre-recognition\data\genres\reggae\reggae.00034.mp3 Predicted :  reggae 100.00% 0.00% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.00035.mp3 Predicted :  reggae 97.96% 0.06% 1.98%
..\..\genre-recognition\data\genres\reggae\reggae.00036.mp3 Predicted :  reggae 100.00% 0.00% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.00037.mp3 Predicted :  reggae 99.97% 0.02% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.00038.mp3 Predicted :  reggae 99.96% 0.04% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.00039.mp3 Predicted :  reggae 100.00% 0.00% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.00040.mp3 Predicted :  reggae 86.38% 13.51% 0.12%
..\..\genre-recognition\data\genres\reggae\reggae.00041.mp3 Predicted :  reggae 99.99% 0.01% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.00042.mp3 Predicted :  reggae 98.70% 0.00% 1.30%
..\..\genre-recognition\data\genres\reggae\reggae.00043.mp3 Predicted :  reggae 99.63% 0.37% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.00044.mp3 Predicted :  reggae 100.00% 0.00% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.00045.mp3 Predicted :  reggae 99.99% 0.01% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.00046.mp3 Predicted :  reggae 100.00% 0.00% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.00047.mp3 Predicted :  reggae 99.52% 0.31% 0.17%
..\..\genre-recognition\data\genres\reggae\reggae.00048.mp3 Predicted :  reggae 59.39% 37.15% 3.46%
..\..\genre-recognition\data\genres\reggae\reggae.00049.mp3 Predicted :  reggae 99.41% 0.55% 0.03%
..\..\genre-recognition\data\genres\reggae\reggae.00050.mp3 Predicted :  reggae 95.52% 4.42% 0.06%
..\..\genre-recognition\data\genres\reggae\reggae.00051.mp3 Predicted :  reggae 99.99% 0.01% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.00052.mp3 Predicted :  reggae 99.99% 0.00% 0.01%
..\..\genre-recognition\data\genres\reggae\reggae.00053.mp3 Predicted :  reggae 95.67% 4.30% 0.04%
..\..\genre-recognition\data\genres\reggae\reggae.00054.mp3 Predicted :  reggae 98.93% 0.72% 0.35%
..\..\genre-recognition\data\genres\reggae\reggae.00055.mp3 Predicted :  reggae 99.76% 0.00% 0.24%
..\..\genre-recognition\data\genres\reggae\reggae.00056.mp3 Predicted :  reggae 66.03% 33.91% 0.06%
..\..\genre-recognition\data\genres\reggae\reggae.00057.mp3 Predicted :  reggae 99.65% 0.34% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.00058.mp3 Predicted :  reggae 85.72% 14.26% 0.01%
..\..\genre-recognition\data\genres\reggae\reggae.00059.mp3 Predicted :  reggae 54.24% 35.06% 10.70%
..\..\genre-recognition\data\genres\reggae\reggae.00060.mp3 Predicted :  reggae 100.00% 0.00% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.00061.mp3 Predicted :  reggae 81.21% 18.72% 0.07%
..\..\genre-recognition\data\genres\reggae\reggae.00062.mp3 Predicted :  reggae 100.00% 0.00% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.00063.mp3 Predicted :  reggae 96.80% 1.06% 2.14%
..\..\genre-recognition\data\genres\reggae\reggae.00064.mp3 Predicted :  reggae 99.99% 0.01% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.00065.mp3 Predicted :  reggae 73.93% 0.28% 25.79%
..\..\genre-recognition\data\genres\reggae\reggae.00066.mp3 Predicted :  reggae 90.38% 0.02% 9.60%
..\..\genre-recognition\data\genres\reggae\reggae.00067.mp3 Predicted :  reggae 99.73% 0.17% 0.10%
..\..\genre-recognition\data\genres\reggae\reggae.00068.mp3 Predicted :  reggae 99.86% 0.02% 0.12%
..\..\genre-recognition\data\genres\reggae\reggae.00069.mp3 Predicted :  reggae 99.98% 0.00% 0.02%
..\..\genre-recognition\data\genres\reggae\reggae.00070.mp3 Predicted :  reggae 99.99% 0.00% 0.01%
..\..\genre-recognition\data\genres\reggae\reggae.00071.mp3 Predicted :  reggae 98.97% 1.02% 0.01%
..\..\genre-recognition\data\genres\reggae\reggae.00072.mp3 Predicted :  reggae 99.25% 0.00% 0.75%
..\..\genre-recognition\data\genres\reggae\reggae.00073.mp3 Predicted :  reggae 93.53% 0.47% 6.00%
..\..\genre-recognition\data\genres\reggae\reggae.00074.mp3 Predicted :  reggae 99.92% 0.08% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.00075.mp3 Predicted :  reggae 98.24% 1.75% 0.01%
..\..\genre-recognition\data\genres\reggae\reggae.00076.mp3 Predicted :  reggae 99.96% 0.04% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.00077.mp3 Predicted :  reggae 94.27% 5.72% 0.01%
..\..\genre-recognition\data\genres\reggae\reggae.00078.mp3 Predicted :  salsa  1.69% 92.63% 5.68%
..\..\genre-recognition\data\genres\reggae\reggae.00079.mp3 Predicted :  reggae 100.00% 0.00% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.00080.mp3 Predicted :  reggae 90.54% 9.45% 0.02%
..\..\genre-recognition\data\genres\reggae\reggae.00081.mp3 Predicted :  reggae 100.00% 0.00% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.00082.mp3 Predicted :  reggae 99.95% 0.05% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.00083.mp3 Predicted :  reggae 91.69% 1.02% 7.29%
..\..\genre-recognition\data\genres\reggae\reggae.00084.mp3 Predicted :  reggae 99.99% 0.00% 0.01%
..\..\genre-recognition\data\genres\reggae\reggae.00085.mp3 Predicted :  reggae 99.24% 0.56% 0.21%
..\..\genre-recognition\data\genres\reggae\reggae.00086.mp3 Predicted :  reggae 99.90% 0.07% 0.04%
..\..\genre-recognition\data\genres\reggae\reggae.00087.mp3 Predicted :  reggae 100.00% 0.00% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.00088.mp3 Predicted :  reggae 94.66% 0.57% 4.77%
..\..\genre-recognition\data\genres\reggae\reggae.00089.mp3 Predicted :  reggae 99.77% 0.22% 0.01%
..\..\genre-recognition\data\genres\reggae\reggae.00090.mp3 Predicted :  reggae 99.72% 0.01% 0.27%
..\..\genre-recognition\data\genres\reggae\reggae.00091.mp3 Predicted :  reggae 97.22% 1.07% 1.71%
..\..\genre-recognition\data\genres\reggae\reggae.00092.mp3 Predicted :  salsa  25.07% 41.30% 33.63%
..\..\genre-recognition\data\genres\reggae\reggae.00093.mp3 Predicted :  reggae 98.85% 0.67% 0.48%
..\..\genre-recognition\data\genres\reggae\reggae.00094.mp3 Predicted :  reggae 100.00% 0.00% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.00095.mp3 Predicted :  reggae 99.93% 0.07% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.00096.mp3 Predicted :  reggae 99.97% 0.03% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.00097.mp3 Predicted :  reggae 99.99% 0.01% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.00098.mp3 Predicted :  reggae 100.00% 0.00% 0.00%
..\..\genre-recognition\data\genres\reggae\reggae.00099.mp3 Predicted :  reggae 100.00% 0.00% 0.00%
..\..\genre-recognition\data\genres\reggae ['reggae: 240', 'salsa : 002', 'soca  : 000']
..\..\genre-recognition\data\genres\salsa\salsa.00000.mp3 Predicted :  salsa  0.00% 99.75% 0.24%
..\..\genre-recognition\data\genres\salsa\salsa.00001.mp3 Predicted :  salsa  0.01% 99.99% 0.00%
..\..\genre-recognition\data\genres\salsa\salsa.00002.mp3 Predicted :  salsa  0.00% 100.00% 0.00%
..\..\genre-recognition\data\genres\salsa\salsa.00003.mp3 Predicted :  salsa  0.00% 99.98% 0.02%
..\..\genre-recognition\data\genres\salsa\salsa.00004.mp3 Predicted :  salsa  0.00% 100.00% 0.00%
..\..\genre-recognition\data\genres\salsa\salsa.00005.mp3 Predicted :  salsa  0.00% 100.00% 0.00%
